5;Marítima;142;6;0;56,15;3;3,4;;;;;1,016;1,1;Bhagwat & Ghajar
6;Marítima;100,2;6;0;37,86;3;3,4;;;;;1,016;1,1;Bhagwat & Ghajar
7;Marítima;81,4;6;0;13,54;2;3,4;;;;;1,016;1,1;Bhagwat & Ghajar
8;Marítima;464,5;6;0;1,36;10;3,4;;;;;1,016;1,1;Bhagwat & Ghajar
9;Marítima;1.055,90;6;0;1,36;20;3,4;;;;;1,016;1,1;Bhagwat & Ghajar
10;Marítima;0,1;6;0;1,36;1;3,4;;0;;;0,9766;1,1;Bhagwat & Ghajar
11;BCS;0;--;--;0;1;3,4;;;;;--;--;--
12;Marítima;210;6;0;1,36;5;3,4;;;;;0,9766;1,1;Bhagwat & Ghajar
13;Poço c/ col;47,6;3,958;9,66;89,69;1;5,4;;;;;0,9766;1,1;Bhagwat & Ghajar
14;Poço c/ col;619,1;6,276;9,66;86,94;13;30,8;;;;;0,9766;1,1;Bhagwat & Ghajar
15;Poço c/ col;37,3;4,892;9,66;84,6;1;32,3;;;;;0,9766;1,1;Bhagwat & Ghajar
16;Poço c/ col;387,7;6,276;9,66;81,12;8;48,1;;;;;0,9766;1,1;Bhagwat & Ghajar
17;Poço c/ col;81,4;6,276;9,66;65,9;2;51,2;;;;;0,9766;1,1;Bhagwat & Ghajar
18;Poço c/ col;37,2;3,958;9,66;59,65;3;52,5;;;;;0,9766;1,1;Bhagwat & Ghajar
19;Poço c/ col;137;6,276;9,66;49,8;6;56,8;;;;;0,9766;1,1;Bhagwat & Ghajar
20;Poço c/ col;31,1;3,958;9,66;43,26;3;57,6;;;;;0,9766;1,1;Bhagwat & Ghajar
21;Poço c/ col;43;3,958;9,66;39,66;3;58,7;;;;;0,9766;1,1;Bhagwat & Ghajar
22;Poço c/ col;191,2;6,276;9,66;24,57;4;62,1;;;;;0,9766;1,1;Bhagwat & Ghajar
23;Poço c/ col;58,1;4,892;9,66;11,3;2;62,5;;;;;0,9766;1,1;Bhagwat & Ghajar
24;Poço s/ col;201,2;4,892;4,892;4,26;5;63,2;;;;;0,9766;1,1;Bhagwat & Ghajar
"Obs: ""Ângulo"" é o menor ângulo c/ a horizontal, positivo se escoamento for ascendente.";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
DE INJEÇÃO (de montante [compressor] para jusante [árvore]):;;;;;;;;;;;;;;
;;Comprim;Diâm;Ângulo;Número;T.Mon;Fator de;Fator de;;;;;;
UN;Natureza;Medido;Tubo;c/Horiz;Trechos;Amb;Correção;Correção;Correlação;;;;;
;;[m];[in];[graus];;[°C];[dPdL];[dPdT];;;;;;
1;Linha Aérea;29,6;4;-90;1;25;1;1;Cálculo Monofásico;;;;;
2;Linha Marítima;540,6;4;-81,58;11;25;1;1;Cálculo Monofásico;;;;;
3;Linha Marítima;339,8;4;-76,53;7;8,8;1;1;Cálculo Monofásico;;;;;
4;Linha Marítima;216,3;4;-68,54;5;4,7;1;1;Cálculo Monofásico;;;;;
5;Linha Marítima;142;4;-56,15;3;3,5;1;1;Cálculo Monofásico;;;;;
6;Linha Marítima;100,2;4;-37,86;3;3,4;1;1;Cálculo Monofásico;;;;;
7;Linha Marítima;81,4;4;-13,54;2;3,4;1;1;Cálculo Monofásico;;;;;
8;Linha Marítima;464,5;4;-1,36;10;3,4;1;1;Cálculo Monofásico;;;;;
9;Linha Marítima;1.055,90;4;-1,36;20;3,4;1;1;Cálculo Monofásico;;;;;
10;Linha Marítima;210,1;4;-1,36;5;3,4;1;1;Cálculo Monofásico;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Dados de Análise de Sensibilidade;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Freq. Motor [1];Pjus [1];QOstd;QL;Twh;Pwh;DeltaP;;;;;;;;
[Hz];[kgf/cm²];[m³/d];[m³/d];[°C];[kgf/cm²];[kgf/cm²];;;;;;;;
40;10;320,8;3.189,20;75,3;156,9;61,05;;;;;;;;
40;12,5;312,6;3.107,30;75,2;159,72;63,03;;;;;;;;
40;15;304,4;3.026,00;75,1;162,42;64,92;;;;;;;;
40;17,5;296,2;2.944,50;75,1;165,05;66,73;;;;;;;;
40;20;287,9;2.861,80;75;167,6;68,48;;;;;;;;
40;22,5;279,4;2.777,60;74,9;170,1;70,16;;;;;;;;
40;25;270,7;2.691,20;74,8;172,56;71,79;;;;;;;;
40;27,5;261,8;2.602,40;74,8;174,98;73,37;;;;;;;;
40;30;252,6;2.511,00;74,7;177,37;74,91;;;;;;;;
40;32,5;243,1;2.416,60;74,6;179,73;76,41;;;;;;;;
40;35;233,3;2.319,10;74,5;182,08;77,87;;;;;;;;
40;37,5;223,2;2.218,30;74,3;184,4;79,31;;;;;;;;
40;40;212,6;2.113,80;74,2;186,72;80,72;;;;;;;;
40;42,5;201,7;2.005,20;74;189,03;82,1;;;;;;;;
40;45;190,3;1.891,70;73,8;191,34;83,45;;;;;;;;
40;47,5;178,3;1.772,50;73,6;193,65;84,79;;;;;;;;
40;50;165,7;1.646,80;73,3;195,96;86,09;;;;;;;;
41;10;333;3.309,90;75,3;157,71;63,11;;;;;;;;
41;12,5;325,1;3.231,30;75,3;160,52;65,1;;;;;;;;
41;15;317,2;3.153,50;75,2;163,22;67;;;;;;;;
41;17,5;309,4;3.075,60;75,2;165,83;68,83;;;;;;;;
41;20;301,5;2.997,10;75,1;168,39;70,59;;;;;;;;
41;22,5;293,5;2.917,20;75;170,88;72,3;;;;;;;;
41;25;285,3;2.835,60;75;173,34;73,96;;;;;;;;
41;27,5;276,8;2.752,00;74,9;175,75;75,56;;;;;;;;
41;30;268,2;2.666,00;74,8;178,14;77,13;;;;;;;;
41;32,5;259,3;2.577,60;74,7;180,49;78,65;;;;;;;;
41;35;250,1;2.486,40;74,6;182,83;80,14;;;;;;;;
41;37,5;240,7;2.392,30;74,5;185,14;81,6;;;;;;;;
41;40;230,9;2.295,00;74,4;187,45;83,03;;;;;;;;
41;42,5;220,8;2.194,50;74,3;189,74;84,43;;;;;;;;
41;45;210,3;2.090,10;74,1;192,03;85,82;;;;;;;;
41;47,5;199,3;1.981,50;74;194,31;87,18;;;;;;;;
41;50;187,9;1.868,00;73,8;196,59;88,51;;;;;;;;
42;10;345;3.429,40;75,4;158,55;65,2;;;;;;;;
42;12,5;337,4;3.353,90;75,4;161,35;67,2;;;;;;;;
42;15;329,9;3.279,30;75,3;164,04;69,12;;;;;;;;
42;17,5;322,4;3.204,70;75,3;166,65;70,96;;;;;;;;
42;20;314,8;3.129,60;75,2;169,2;72,74;;;;;;;;
42;22,5;307,2;3.053,60;75,2;171,69;74,47;;;;;;;;
42;25;299,4;2.976,30;75,1;174,14;76,14;;;;;;;;
42;27,5;291,5;2.897,20;75;176,55;77,78;;;;;;;;
42;30;283,3;2.816,20;75;178,93;79,37;;;;;;;;
42;32,5;274,9;2.733,00;74,9;181,29;80,92;;;;;;;;
42;35;266,3;2.647,30;74,8;183,62;82,43;;;;;;;;
42;37,5;257,4;2.559,10;74,7;185,92;83,91;;;;;;;;
42;40;248,3;2.468,20;74,6;188,22;85,37;;;;;;;;
42;42,5;238,9;2.374,30;74,5;190,5;86,79;;;;;;;;
42;45;229,1;2.277,50;74,4;192,77;88,2;;;;;;;;
42;47,5;219;2.177,20;74,3;195,04;89,58;;;;;;;;
42;50;208,6;2.073,10;74,1;197,3;90,94;;;;;;;;
43;10;356,9;3.547,80;75,5;159,41;67,33;;;;;;;;
43;12,5;349,6;3.475,10;75,4;162,2;69,34;;;;;;;;
43;15;342,4;3.403,40;75,4;164,89;71,27;;;;;;;;
43;17,5;335,2;3.331,80;75,3;167,49;73,12;;;;;;;;
43;20;328;3.260,00;75,3;170,04;74,91;;;;;;;;
43;22,5;320,7;3.187,40;75,3;172,53;76,66;;;;;;;;
43;25;313,2;3.113,80;75,2;174,98;78,36;;;;;;;;
43;27,5;305,7;3.038,80;75,1;177,39;80,01;;;;;;;;
43;30;298;2.962,20;75,1;179,76;81,62;;;;;;;;
43;32,5;290,1;2.883,50;75;182,11;83,2;;;;;;;;
43;35;282;2.802,80;74,9;184,44;84,74;;;;;;;;
43;37,5;273,6;2.719,90;74,9;186,74;86,25;;;;;;;;
43;40;265;2.634,50;74,8;189,03;87,72;;;;;;;;
43;42,5;256,2;2.546,60;74,7;191,3;89,17;;;;;;;;
43;45;247,1;2.456,00;74,6;193,56;90,6;;;;;;;;
43;47,5;237,7;2.362,60;74,5;195,82;92;;;;;;;;
43;50;228;2.266,20;74,4;198,06;93,39;;;;;;;;
44;10;368,7;3.665,30;75,6;160,3;69,5;;;;;;;;
44;12,5;361,7;3.595,30;75,5;163,08;71,52;;;;;;;;
44;15;354,7;3.526,10;75,5;165,76;73,45;;;;;;;;
44;17,5;347,8;3.457,30;75,4;168,36;75,31;;;;;;;;
44;20;340,9;3.388,30;75,4;170,9;77,12;;;;;;;;
44;22,5;333,9;3.318,80;75,3;173,39;78,88;;;;;;;;
44;25;326,8;3.248,50;75,3;175,84;80,59;;;;;;;;
44;27,5;319,6;3.177,10;75,2;178,24;82,27;;;;;;;;
44;30;312,3;3.104,30;75,2;180,62;83,9;;;;;;;;
44;32,5;304,8;3.029,90;75,1;182,97;85,5;;;;;;;;
44;35;297,1;2.953,60;75,1;185,29;87,06;;;;;;;;
44;37,5;289,3;2.875,30;75;187,59;88,6;;;;;;;;
44;40;281,2;2.795,00;74,9;189,87;90,1;;;;;;;;
44;42,5;272,9;2.712,40;74,9;192,14;91,57;;;;;;;;
44;45;264,3;2.627,30;74,8;194,4;93,02;;;;;;;;
44;47,5;255,5;2.539,90;74,7;196,64;94,45;;;;;;;;
44;50;246,4;2.449,70;74,6;198,88;95,85;;;;;;;;
45;10;380,5;3.781,90;75,6;161,22;71,7;;;;;;;;
45;12,5;373,7;3.714,30;75,6;163,99;73,73;;;;;;;;
45;15;367;3.647,70;75,5;166,67;75,67;;;;;;;;
45;17,5;360,3;3.581,40;75,5;169,26;77,54;;;;;;;;
45;20;353,6;3.515,00;75,5;171,79;79,36;;;;;;;;
45;22,5;346,9;3.448,20;75,4;174,28;81,13;;;;;;;;
45;25;340,1;3.380,90;75,4;176,72;82,86;;;;;;;;
45;27,5;333,3;3.312,60;75,3;179,13;84,55;;;;;;;;
45;30;326,3;3.243,30;75,3;181,5;86,2;;;;;;;;
45;32,5;319,2;3.172,50;75,2;183,85;87,83;;;;;;;;
45;35;311,9;3.100,30;75,2;186,17;89,41;;;;;;;;
45;37,5;304,4;3.026,20;75,1;188,47;90,97;;;;;;;;
45;40;296,8;2.950,30;75,1;190,75;92,49;;;;;;;;
45;42,5;289;2.872,40;75;193,01;93,99;;;;;;;;
45;45;280,9;2.792,40;74,9;195,26;95,46;;;;;;;;
45;47,5;272,6;2.710,10;74,9;197,5;96,91;;;;;;;;
45;50;264,1;2.625,50;74,8;199,73;98,34;;;;;;;;
46;10;392,1;3.897,80;75,7;162,16;73,94;;;;;;;;
46;12,5;385,5;3.832,40;75,7;164,92;75,97;;;;;;;;
46;15;379,1;3.768,00;75,6;167,59;77,92;;;;;;;;
46;17,5;372,6;3.704,00;75,6;170,18;79,8;;;;;;;;
46;20;366,2;3.640,10;75,5;172,71;81,63;;;;;;;;
46;22,5;359,7;3.575,90;75,5;175,19;83,41;;;;;;;;
46;25;353,2;3.511,10;75,5;177,63;85,16;;;;;;;;
46;27,5;346,6;3.445,70;75,4;180,04;86,86;;;;;;;;
46;30;340;3.379,40;75,4;182,41;88,53;;;;;;;;
46;32,5;333,2;3.312,00;75,3;184,75;90,17;;;;;;;;
46;35;326,3;3.243,30;75,3;187,07;91,78;;;;;;;;
46;37,5;319,2;3.173,00;75,2;189,37;93,36;;;;;;;;
46;40;312;3.101,10;75,2;191,65;94,9;;;;;;;;
46;42,5;304,6;3.027,40;75,1;193,91;96,42;;;;;;;;
46;45;297;2.951,90;75,1;196,16;97,92;;;;;;;;
46;47,5;289,2;2.874,30;75;198,4;99,39;;;;;;;;
46;50;281,1;2.794,70;74,9;200,62;100,84;;;;;;;;
47;10;403,7;4.012,90;75,8;163,13;76,22;;;;;;;;
47;12,5;397,3;3.949,70;75,7;165,88;78,25;;;;;;;;
47;15;391,1;3.887,40;75,7;168,54;80,21;;;;;;;;
47;17,5;384,8;3.825,50;75,7;171,13;82,1;;;;;;;;
47;20;378,6;3.763,80;75,6;173,65;83,94;;;;;;;;
47;22,5;372,4;3.701,90;75,6;176,13;85,73;;;;;;;;
47;25;366,1;3.639,60;75,5;178,57;87,48;;;;;;;;
47;27,5;359,8;3.576,80;75,5;180,97;89,2;;;;;;;;
47;30;353,4;3.513,20;75,5;183,34;90,89;;;;;;;;
47;32,5;346,9;3.448,70;75,4;185,68;92,54;;;;;;;;
47;35;340,3;3.383,10;75,4;188;94,17;;;;;;;;
47;37,5;333,6;3.316,30;75,3;190,3;95,76;;;;;;;;
47;40;326,7;3.248,00;75,3;192,58;97,33;;;;;;;;
47;42,5;319,7;3.178,00;75,2;194,84;98,88;;;;;;;;
47;45;312,5;3.106,50;75,2;197,09;100,4;;;;;;;;
47;47,5;305,1;3.033,20;75,1;199,32;101,89;;;;;;;;
47;50;297,6;2.958,10;75,1;201,54;103,36;;;;;;;;
48;10;415,2;4.127,40;75,8;164,12;78,54;;;;;;;;
48;12,5;409,1;4.066,10;75,8;166,87;80,58;;;;;;;;
48;15;403;4.005,80;75,7;169,52;82,53;;;;;;;;
48;17,5;397;3.946,00;75,7;172,1;84,43;;;;;;;;
48;20;391;3.886,30;75,7;174,62;86,27;;;;;;;;
48;22,5;384,9;3.826,50;75,7;177,1;88,08;;;;;;;;
48;25;378,9;3.766,50;75,6;179,53;89,84;;;;;;;;
48;27,5;372,8;3.705,90;75,6;181,93;91,57;;;;;;;;
48;30;366,7;3.644,90;75,5;184,3;93,27;;;;;;;;
48;32,5;360,4;3.583,00;75,5;186,64;94,94;;;;;;;;
48;35;354,1;3.520,20;75,5;188,96;96,58;;;;;;;;
48;37,5;347,7;3.456,30;75,4;191,26;98,2;;;;;;;;
48;40;341,2;3.391,20;75,4;193,53;99,79;;;;;;;;
48;42,5;334,5;3.324,80;75,3;195,8;101,35;;;;;;;;
48;45;327,6;3.256,90;75,3;198,04;102,89;;;;;;;;
48;47,5;320,7;3.187,40;75,3;200,27;104,41;;;;;;;;
48;50;313,5;3.116,30;75,2;202,49;105,9;;;;;;;;
49;10;426,7;4.241,20;75,9;165,14;80,89;;;;;;;;
49;12,5;420,7;4.181,80;75,8;167,88;82,93;;;;;;;;
49;15;414,8;4.123,40;75,8;170,52;84,89;;;;;;;;
49;17,5;409;4.065,40;75,8;173,1;86,8;;;;;;;;
49;20;403,2;4.007,60;75,7;175,62;88,65;;;;;;;;
49;22,5;397,4;3.949,80;75,7;178,09;90,46;;;;;;;;
49;25;391,5;3.891,90;75,7;180,52;92,23;;;;;;;;
49;27,5;385,6;3.833,40;75,7;182,91;93,97;;;;;;;;
49;30;379,7;3.774,60;75,6;185,28;95,68;;;;;;;;
49;32,5;373,7;3.715,10;75,6;187,62;97,36;;;;;;;;
49;35;367,7;3.654,80;75,5;189,94;99,02;;;;;;;;
49;37,5;361,5;3.593,70;75,5;192,23;100,65;;;;;;;;
49;40;355,3;3.531,50;75,5;194,51;102,26;;;;;;;;
49;42,5;348,9;3.468,20;75,4;196,77;103,84;;;;;;;;
49;45;342,4;3.403,50;75,4;199,02;105,4;;;;;;;;
49;47,5;335,7;3.337,50;75,4;201,25;106,94;;;;;;;;
49;50;329;3.270,00;75,3;203,47;108,45;;;;;;;;
50;10;438,1;4.354,40;75,9;166,18;83,28;;;;;;;;
50;12,5;432,3;4.296,80;75,9;168,91;85,32;;;;;;;;
50;15;426,6;4.240,10;75,9;171,55;87,29;;;;;;;;
50;17,5;420,9;4.183,90;75,8;174,12;89,2;;;;;;;;
50;20;415,3;4.127,90;75,8;176,63;91,06;;;;;;;;
50;22,5;409,6;4.072,00;75,8;179,1;92,87;;;;;;;;
50;25;404;4.015,90;75,8;181,53;94,65;;;;;;;;
50;27,5;398,3;3.959,50;75,7;183,92;96,4;;;;;;;;
50;30;392,6;3.902,70;75,7;186,28;98,12;;;;;;;;
50;32,5;386,8;3.845,40;75,7;188,62;99,82;;;;;;;;
50;35;381;3.787,40;75,6;190,94;101,48;;;;;;;;
50;37,5;375,1;3.728,70;75,6;193,24;103,13;;;;;;;;
50;40;369,1;3.669,10;75,6;195,51;104,75;;;;;;;;
50;42,5;363;3.608,50;75,5;197,78;106,35;;;;;;;;
50;45;356,8;3.546,70;75,5;200,02;107,93;;;;;;;;
50;47,5;350,5;3.483,80;75,4;202,25;109,49;;;;;;;;
50;50;344;3.419,60;75,4;204,47;111,02;;;;;;;;
51;10;449,4;4.467,10;76;167,25;85,71;;;;;;;;
51;12,5;443,8;4.411,20;75,9;169,97;87,75;;;;;;;;
51;15;438,2;4.356,10;75,9;172,6;89,72;;;;;;;;
51;17,5;432,7;4.301,60;75,9;175,17;91,63;;;;;;;;
51;20;427,3;4.247,30;75,9;177,68;93,5;;;;;;;;
51;22,5;421,8;4.193,10;75,8;180,14;95,32;;;;;;;;
51;25;416,4;4.138,80;75,8;182,56;97,11;;;;;;;;
51;27,5;410,9;4.084,20;75,8;184,95;98,87;;;;;;;;
51;30;405,4;4.029,30;75,8;187,31;100,59;;;;;;;;
51;32,5;399,8;3.974,00;75,7;189,65;102,3;;;;;;;;
51;35;394,2;3.918,10;75,7;191,97;103,98;;;;;;;;
51;37,5;388,5;3.861,50;75,7;194,26;105,64;;;;;;;;
51;40;382,7;3.804,20;75,6;196,54;107,27;;;;;;;;
51;42,5;376,9;3.746,10;75,6;198,8;108,89;;;;;;;;
51;45;370,9;3.687,00;75,6;201,05;110,48;;;;;;;;
51;47,5;364,9;3.627,00;75,5;203,28;112,06;;;;;;;;
51;50;358,7;3.565,70;75,5;205,5;113,61;;;;;;;;
52;10;460,7;4.579,30;76;168,34;88,17;;;;;;;;
52;12,5;455,2;4.524,90;76;171,05;90,21;;;;;;;;
52;15;449,8;4.471,40;76;173,68;92,19;;;;;;;;
52;17,5;444,5;4.418,50;75,9;176,24;94,1;;;;;;;;
52;20;439,2;4.365,70;75,9;178,74;95,97;;;;;;;;
52;22,5;433,9;4.313,10;75,9;181,2;97,8;;;;;;;;
52;25;428,6;4.260,50;75,9;183,62;99,6;;;;;;;;
52;27,5;423,3;4.207,70;75,8;186,01;101,36;;;;;;;;
52;30;417,9;4.154,50;75,8;188,37;103,1;;;;;;;;
52;32,5;412,6;4.101,10;75,8;190,7;104,81;;;;;;;;
52;35;407,1;4.047,10;75,8;193,02;106,5;;;;;;;;
52;37,5;401,6;3.992,50;75,7;195,31;108,17;;;;;;;;
52;40;396,1;3.937,40;75,7;197,59;109,82;;;;;;;;
52;42,5;390,5;3.881,50;75,7;199,85;111,45;;;;;;;;
52;45;384,8;3.824,70;75,7;202,09;113,06;;;;;;;;
52;47,5;379;3.767,10;75,6;204,33;114,65;;;;;;;;
52;50;373,1;3.708,60;75,6;206,55;116,22;;;;;;;;
53;10;471,9;4.690,90;76,1;169,45;90,67;;;;;;;;
53;12,5;466,6;4.638,10;76;172,16;92,71;;;;;;;;
53;15;461,4;4.586,10;76;174,77;94,69;;;;;;;;
53;17,5;456,2;4.534,60;76;177,33;96,61;;;;;;;;
53;20;451;4.483,40;76;179,83;98,48;;;;;;;;
53;22,5;445,9;4.432,30;76;182,28;100,32;;;;;;;;
53;25;440,7;4.381,20;75,9;184,7;102,12;;;;;;;;
53;27,5;435,6;4.330,00;75,9;187,09;103,89;;;;;;;;
53;30;430,4;4.278,50;75,9;189,45;105,64;;;;;;;;
53;32,5;425,2;4.226,70;75,9;191,78;107,36;;;;;;;;
53;35;420;4.174,50;75,8;194,09;109,06;;;;;;;;
53;37,5;414,7;4.121,90;75,8;196,38;110,74;;;;;;;;
53;40;409,3;4.068,60;75,8;198,66;112,39;;;;;;;;
53;42,5;403,9;4.014,70;75,8;200,92;114,03;;;;;;;;
53;45;398,4;3.960,20;75,7;203,17;115,66;;;;;;;;
53;47,5;392,8;3.904,90;75,7;205,4;117,26;;;;;;;;
53;50;387,2;3.848,60;75,7;207,62;118,85;;;;;;;;
54;10;483,1;4.802,10;76,1;170,59;93,2;;;;;;;;
54;12,5;477,9;4.750,70;76,1;173,28;95,25;;;;;;;;
54;15;472,8;4.700,10;76,1;175,9;97,23;;;;;;;;
54;17,5;467,8;4.650,00;76,1;178,44;99,15;;;;;;;;
54;20;462,8;4.600,20;76;180,94;101,03;;;;;;;;
54;22,5;457,8;4.550,60;76;183,39;102,87;;;;;;;;
54;25;452,8;4.501,00;76;185,81;104,68;;;;;;;;
54;27,5;447,8;4.451,20;76;188,19;106,46;;;;;;;;
54;30;442,8;4.401,30;75,9;190,55;108,21;;;;;;;;
54;32,5;437,7;4.351,10;75,9;192,88;109,94;;;;;;;;
54;35;432,6;4.300,60;75,9;195,19;111,64;;;;;;;;
54;37,5;427,5;4.249,60;75,9;197,48;113,33;;;;;;;;
54;40;422,3;4.198,20;75,8;199,76;115;;;;;;;;
54;42,5;417,1;4.146,20;75,8;202,02;116,65;;;;;;;;
54;45;411,8;4.093,60;75,8;204,26;118,28;;;;;;;;
54;47,5;406,5;4.040,30;75,8;206,49;119,9;;;;;;;;
54;50;401;3.986,20;75,7;208,71;121,5;;;;;;;;
55;10;494,2;4.912,80;76,2;171,75;95,77;;;;;;;;
55;12,5;489,2;4.862,80;76,1;174,43;97,82;;;;;;;;
55;15;484,2;4.813,60;76,1;177,04;99,8;;;;;;;;
55;17,5;479,3;4.764,80;76,1;179,58;101,73;;;;;;;;
55;20;474,5;4.716,40;76,1;182,08;103,61;;;;;;;;
55;22,5;469,6;4.668,10;76,1;184,52;105,45;;;;;;;;
55;25;464,8;4.619,90;76;186,94;107,27;;;;;;;;
55;27,5;459,9;4.571,50;76;189,32;109,05;;;;;;;;
55;30;455;4.523,10;76;191,67;110,81;;;;;;;;
55;32,5;450,1;4.474,40;76;194;112,55;;;;;;;;
55;35;445,2;4.425,40;76;196,31;114,26;;;;;;;;
55;37,5;440,2;4.376,00;75,9;198,6;115,96;;;;;;;;
55;40;435,2;4.326,20;75,9;200,87;117,63;;;;;;;;
55;42,5;430,2;4.275,90;75,9;203,13;119,29;;;;;;;;
55;45;425;4.225,10;75,9;205,38;120,94;;;;;;;;
55;47,5;419,9;4.173,70;75,8;207,61;122,57;;;;;;;;
55;50;414,6;4.121,60;75,8;209,83;124,18;;;;;;;;
56;10;505,3;5.023,10;76,2;172,93;98,38;;;;;;;;
56;12,5;500,4;4.974,40;76,2;175,61;100,42;;;;;;;;
56;15;495,6;4.926,50;76,2;178,21;102,41;;;;;;;;
56;17,5;490,8;4.879,00;76,2;180,75;104,34;;;;;;;;
56;20;486,1;4.831,90;76,1;183,23;106,22;;;;;;;;
56;22,5;481,4;4.784,90;76,1;185,68;108,07;;;;;;;;
56;25;476,6;4.737,90;76,1;188,09;109,89;;;;;;;;
56;27,5;471,9;4.690,90;76,1;190,46;111,68;;;;;;;;
56;30;467,2;4.643,80;76,1;192,82;113,44;;;;;;;;
56;32,5;462,4;4.596,50;76;195,14;115,19;;;;;;;;
56;35;457,6;4.549,00;76;197,45;116,91;;;;;;;;
56;37,5;452,8;4.501,10;76;199,74;118,61;;;;;;;;
56;40;448;4.452,80;76;202,01;120,3;;;;;;;;
56;42,5;443,1;4.404,10;75,9;204,27;121,97;;;;;;;;
56;45;438,1;4.355,00;75,9;206,52;123,62;;;;;;;;
56;47,5;433,1;4.305,30;75,9;208,75;125,26;;;;;;;;
56;50;428,1;4.255,00;75,9;210,97;126,88;;;;;;;;
57;10;516,4;5.133,00;76,3;174,14;101,02;;;;;;;;
57;12,5;511,6;5.085,60;76,2;176,8;103,06;;;;;;;;
57;15;506,9;5.038,90;76,2;179,4;105,05;;;;;;;;
57;17,5;502,3;4.992,60;76,2;181,93;106,98;;;;;;;;
57;20;497,6;4.946,70;76,2;184,41;108,87;;;;;;;;
57;22,5;493;4.900,90;76,2;186,85;110,72;;;;;;;;
57;25;488,4;4.855,20;76,1;189,26;112,55;;;;;;;;
57;27,5;483,8;4.809,50;76,1;191,64;114,34;;;;;;;;
57;30;479,2;4.763,70;76,1;193,98;116,11;;;;;;;;
57;32,5;474,6;4.717,70;76,1;196,31;117,86;;;;;;;;
57;35;470;4.671,50;76,1;198,62;119,59;;;;;;;;
57;37,5;465,3;4.625,00;76;200,9;121,3;;;;;;;;
57;40;460,6;4.578,20;76;203,18;122,99;;;;;;;;
57;42,5;455,8;4.531,00;76;205,43;124,67;;;;;;;;
57;45;451;4.483,30;76;207,68;126,33;;;;;;;;
57;47,5;446,2;4.435,20;76;209,91;127,98;;;;;;;;
57;50;441,3;4.386,60;75,9;212,13;129,61;;;;;;;;
58;10;527,4;5.242,50;76,3;175,36;103,69;;;;;;;;
58;12,5;522,7;5.196,30;76,3;178,02;105,74;;;;;;;;
