5;Marítima;142;6;0;56,15;3;3,4;;;;;0,9932;1,114;Hagedorn & Brown
6;Marítima;100,2;6;0;37,86;3;3,4;;;;;0,9932;1,114;Hagedorn & Brown
7;Marítima;81,4;6;0;13,54;2;3,4;;;;;0,9932;1,114;Beggs, Brill & Palmer
8;Marítima;464,5;6;0;1,36;10;3,4;;;;;0,9932;1,114;Beggs, Brill & Palmer
9;Marítima;1.055,90;6;0;1,36;20;3,4;;;;;0,9932;1,114;Beggs, Brill & Palmer
10;Marítima;0,1;6;0;1,36;1;3,4;;0;;;0,9932;1,114;Beggs, Brill & Palmer
11;BCS;0;--;--;0;1;3,4;;;;;--;--;--
12;Marítima;210;6;0;1,36;5;3,4;;;;;0,9932;1,114;Beggs, Brill & Palmer
13;Poço c/ col;47,6;3,958;9,66;89,69;1;5,4;;;;;0,9932;1,114;Hagedorn & Brown
14;Poço c/ col;619,1;6,276;9,66;86,94;13;30,8;;;;;0,9932;1,114;Hagedorn & Brown
15;Poço c/ col;37,3;4,892;9,66;84,6;1;32,3;;;;;0,9932;1,114;Hagedorn & Brown
16;Poço c/ col;387,7;6,276;9,66;81,12;8;48,1;;;;;0,9932;1,114;Hagedorn & Brown
17;Poço c/ col;81,4;6,276;9,66;65,9;2;51,2;;;;;0,9932;1,114;Hagedorn & Brown
18;Poço c/ col;37,2;3,958;9,66;59,65;3;52,5;;;;;0,9932;1,114;Hagedorn & Brown
19;Poço c/ col;137;6,276;9,66;49,8;6;56,8;;;;;0,9932;1,114;Hagedorn & Brown
20;Poço c/ col;31,1;3,958;9,66;43,26;3;57,6;;;;;0,9932;1,114;Hagedorn & Brown
21;Poço c/ col;43;3,958;9,66;39,66;3;58,7;;;;;0,9932;1,114;Hagedorn & Brown
22;Poço c/ col;191,2;6,276;9,66;24,57;4;62,1;;;;;0,9932;1,114;Hagedorn & Brown
23;Poço c/ col;58,1;4,892;9,66;11,3;2;62,5;;;;;0,9932;1,114;Beggs, Brill & Palmer
24;Poço s/ col;201,2;4,892;4,892;4,26;5;63,2;;;;;0,9932;1,114;Beggs, Brill & Palmer
"Obs: ""Ângulo"" é o menor ângulo c/ a horizontal, positivo se escoamento for ascendente.";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
DE INJEÇÃO (de montante [compressor] para jusante [árvore]):;;;;;;;;;;;;;;
;;Comprim;Diâm;Ângulo;Número;T.Mon;Fator de;Fator de;;;;;;
UN;Natureza;Medido;Tubo;c/Horiz;Trechos;Amb;Correção;Correção;Correlação;;;;;
;;[m];[in];[graus];;[°C];[dPdL];[dPdT];;;;;;
1;Linha Aérea;29,6;4;-90;1;25;1;1;Cálculo Monofásico;;;;;
2;Linha Marítima;540,6;4;-81,58;11;25;1;1;Cálculo Monofásico;;;;;
3;Linha Marítima;339,8;4;-76,53;7;8,8;1;1;Cálculo Monofásico;;;;;
4;Linha Marítima;216,3;4;-68,54;5;4,7;1;1;Cálculo Monofásico;;;;;
5;Linha Marítima;142;4;-56,15;3;3,5;1;1;Cálculo Monofásico;;;;;
6;Linha Marítima;100,2;4;-37,86;3;3,4;1;1;Cálculo Monofásico;;;;;
7;Linha Marítima;81,4;4;-13,54;2;3,4;1;1;Cálculo Monofásico;;;;;
8;Linha Marítima;464,5;4;-1,36;10;3,4;1;1;Cálculo Monofásico;;;;;
9;Linha Marítima;1.055,90;4;-1,36;20;3,4;1;1;Cálculo Monofásico;;;;;
10;Linha Marítima;210,1;4;-1,36;5;3,4;1;1;Cálculo Monofásico;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Dados de Análise de Sensibilidade;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Freq. Motor [1];Pjus [1];QOstd;QL;Twh;Pwh;DeltaP;Psuc;;;;;;;
[Hz];[kgf/cm²];[m³/d];[m³/d];[°C];[kgf/cm²];[kgf/cm²];[kgf/cm²];;;;;;;
40;10;304,5;2.982,20;75,1;152,48;65,56;86,92;;;;;;;
40;12;297,5;2.914,20;75;154,49;67,04;87,45;;;;;;;
40;14;290,7;2.847,50;75;156,39;68,43;87,96;;;;;;;
40;16;283,7;2.779,00;74,9;158,27;69,8;88,47;;;;;;;
40;18;275,2;2.695,70;74,8;160,46;71,37;89,09;;;;;;;
40;20;266,6;2.611,20;74,8;162,58;72,88;89,7;;;;;;;
40;22;257,9;2.525,60;74,7;164,63;74,33;90,3;;;;;;;
40;24;248,8;2.436,70;74,6;166,66;75,75;90,91;;;;;;;
40;26;239,7;2.347,80;74,5;168,62;77,11;91,51;;;;;;;
40;28;230,2;2.254,90;74,3;170,57;78,45;92,12;;;;;;;
40;30;220,3;2.157,50;74,2;172,53;79,79;92,74;;;;;;;
40;32;210;2.056,50;74;174,48;81,1;93,38;;;;;;;
40;34;199,5;1.954,00;73,9;176,37;82,37;94;;;;;;;
40;36;188,6;1.847,30;73,7;178,24;83,61;94,63;;;;;;;
40;38;177,1;1.734,80;73,5;180,12;84,83;95,29;;;;;;;
40;40;164,9;1.615,50;73,2;181,99;86,05;95,94;;;;;;;
40;42;151,9;1.487,90;72,8;183,87;87,25;96,62;;;;;;;
40;44;137,8;1.349,50;72,4;185,77;88,45;97,32;;;;;;;
40;46;122,4;1.198,80;71,8;187,71;89,66;98,05;;;;;;;
40;48;105,2;1.030,30;71;189,72;90,9;98,82;;;;;;;
40;50;85,2;834,5;69,5;191,85;92,23;99,62;;;;;;;
40;52;60;588,1;66,7;194,3;93,8;100,5;;;;;;;
40;54;Sem resultado;Sem resultado;Sem resultado;Sem resultado;Sem resultado;Sem resultado;;;;;;;
40;56;Sem resultado;Sem resultado;Sem resultado;Sem resultado;Sem resultado;Sem resultado;;;;;;;
40;58;Sem resultado;Sem resultado;Sem resultado;Sem resultado;Sem resultado;Sem resultado;;;;;;;
40;60;Sem resultado;Sem resultado;Sem resultado;Sem resultado;Sem resultado;Sem resultado;;;;;;;
40;62;Sem resultado;Sem resultado;Sem resultado;Sem resultado;Sem resultado;Sem resultado;;;;;;;
40;64;Sem resultado;Sem resultado;Sem resultado;Sem resultado;Sem resultado;Sem resultado;;;;;;;
40;66;Sem resultado;Sem resultado;Sem resultado;Sem resultado;Sem resultado;Sem resultado;;;;;;;
40;68;Sem resultado;Sem resultado;Sem resultado;Sem resultado;Sem resultado;Sem resultado;;;;;;;
40;70;Sem resultado;Sem resultado;Sem resultado;Sem resultado;Sem resultado;Sem resultado;;;;;;;
41;10;318,3;3.117,80;75,2;153,34;67,5;85,84;;;;;;;
41;12;311,8;3.054,20;75,1;155,32;68,97;86,35;;;;;;;
41;14;305,4;2.991,10;75,1;157,23;70,38;86,85;;;;;;;
41;16;298,7;2.926,00;75;159,13;71,77;87,36;;;;;;;
41;18;290,8;2.848,40;75;161,31;73,36;87,95;;;;;;;
41;20;282,8;2.769,80;74,9;163,43;74,88;88,55;;;;;;;
41;22;274,7;2.690,70;74,8;165,47;76,34;89,13;;;;;;;
41;24;266,3;2.608,40;74,7;167,5;77,78;89,72;;;;;;;
41;26;257,9;2.526,20;74,7;169,45;79,15;90,3;;;;;;;
41;28;249,2;2.440,60;74,6;171,39;80,51;90,88;;;;;;;
41;30;240,1;2.351,30;74,5;173,34;81,86;91,48;;;;;;;
41;32;230,7;2.259,10;74,3;175,28;83,18;92,1;;;;;;;
41;34;221,2;2.166,20;74,2;177,15;84,46;92,69;;;;;;;
41;36;211,4;2.070,40;74,1;179;85,71;93,29;;;;;;;
41;38;201,2;1.970,60;73,9;180,85;86,95;93,9;;;;;;;
41;40;190,6;1.866,30;73,7;182,69;88,17;94,52;;;;;;;
41;42;179,3;1.756,50;73,5;184,53;89,37;95,16;;;;;;;
41;44;167,5;1.640,30;73,2;186,38;90,57;95,81;;;;;;;
41;46;154,8;1.516,30;72,9;188,23;91,76;96,47;;;;;;;
41;48;141,2;1.382,60;72,5;190,1;92,94;97,16;;;;;;;
41;50;126,4;1.237,70;72;192;94,13;97,87;;;;;;;
41;52;110;1.077,50;71,2;193,96;95,35;98,61;;;;;;;
41;54;91,4;895,1;70,1;196,01;96,63;99,38;;;;;;;
41;56;69,1;676,4;67,9;198,28;98,07;100,21;;;;;;;
41;58;36,9;361,9;61,3;201,24;100,16;101,08;;;;;;;
41;60;Sem resultado;Sem resultado;Sem resultado;Sem resultado;Sem resultado;Sem resultado;;;;;;;
41;62;Sem resultado;Sem resultado;Sem resultado;Sem resultado;Sem resultado;Sem resultado;;;;;;;
41;64;Sem resultado;Sem resultado;Sem resultado;Sem resultado;Sem resultado;Sem resultado;;;;;;;
41;66;Sem resultado;Sem resultado;Sem resultado;Sem resultado;Sem resultado;Sem resultado;;;;;;;
41;68;Sem resultado;Sem resultado;Sem resultado;Sem resultado;Sem resultado;Sem resultado;;;;;;;
41;70;Sem resultado;Sem resultado;Sem resultado;Sem resultado;Sem resultado;Sem resultado;;;;;;;
42;10;331,9;3.250,50;75,3;154,23;69,48;84,75;;;;;;;
42;12;325,7;3.190,50;75,2;156,19;70,95;85,24;;;;;;;
42;14;319,7;3.131,70;75,2;158,07;72,34;85,73;;;;;;;
42;16;313,3;3.068,30;75,2;160,02;73,79;86,23;;;;;;;
42;18;305,9;2.996,00;75,1;162,18;75,37;86,81;;;;;;;
42;20;298,4;2.922,40;75;164,3;76,91;87,39;;;;;;;
42;22;290,8;2.848,50;75;166,34;78,39;87,95;;;;;;;
42;24;283,1;2.773,10;74,9;168,34;79,82;88,52;;;;;;;
42;26;275,3;2.696,10;74,8;170,31;81,22;89,09;;;;;;;
42;28;267,2;2.617,00;74,8;172,25;82,59;89,66;;;;;;;
42;30;258,8;2.534,40;74,7;174,19;83,96;90,23;;;;;;;
42;32;250,2;2.451,00;74,6;176,08;85,27;90,81;;;;;;;
42;34;241,4;2.364,20;74,5;177,98;86,58;91,4;;;;;;;
42;36;232,5;2.276,80;74,4;179,82;87,84;91,98;;;;;;;
42;38;223,2;2.186,30;74,2;181,65;89,09;92,56;;;;;;;
42;40;213,7;2.092,70;74,1;183,47;90,32;93,15;;;;;;;
42;42;203,7;1.995,20;74;185,29;91,54;93,75;;;;;;;
42;44;193,3;1.893,40;73,8;187,11;92,75;94,36;;;;;;;
42;46;182,4;1.786,40;73,6;188,93;93,94;94,99;;;;;;;
42;48;170,9;1.673,40;73,3;190,75;95,12;95,63;;;;;;;
42;50;158,6;1.553,30;73;192,57;96,3;96,27;;;;;;;
42;52;145,5;1.424,80;72,7;194,42;97,47;96,95;;;;;;;
42;54;131,2;1.285,30;72,2;196,28;98,65;97,63;;;;;;;
42;56;115,7;1.133,30;71,5;198,2;99,84;98,36;;;;;;;
42;58;98,3;963,1;70,6;200,18;101,08;99,1;;;;;;;
42;60;78,2;765,7;68,9;202,31;102,43;99,88;;;;;;;
42;62;52,8;517,1;65,4;204,78;104,07;100,71;;;;;;;
42;64;7,4;72,8;34,2;208,87;108,1;100,77;;;;;;;
42;66;Sem resultado;Sem resultado;Sem resultado;Sem resultado;Sem resultado;Sem resultado;;;;;;;
42;68;Sem resultado;Sem resultado;Sem resultado;Sem resultado;Sem resultado;Sem resultado;;;;;;;
42;70;Sem resultado;Sem resultado;Sem resultado;Sem resultado;Sem resultado;Sem resultado;;;;;;;
43;10;345,3;3.381,80;75,4;155,13;71,47;83,66;;;;;;;
43;12;339,5;3.324,80;75,4;157,07;72,94;84,13;;;;;;;
43;14;333,8;3.269,00;75,3;158,93;74,33;84,6;;;;;;;
43;16;327,5;3.207,60;75,3;160,93;75,82;85,11;;;;;;;
43;18;320,5;3.139,30;75,2;163,08;77,42;85,66;;;;;;;
43;20;313,5;3.070,00;75,2;165,19;78,97;86,22;;;;;;;
43;22;306,4;3.000,70;75,1;167,23;80,46;86,77;;;;;;;
43;24;299,2;2.930,20;75;169,24;81,91;87,33;;;;;;;
43;26;291,8;2.858,30;75;171,2;83,33;87,87;;;;;;;
43;28;284,3;2.784,80;74,9;173,14;84,71;88,43;;;;;;;
43;30;276,5;2.708,60;74,8;175,08;86,08;89;;;;;;;
43;32;268,7;2.631,40;74,8;176,97;87,41;89,56;;;;;;;
43;34;260,5;2.551,10;74,7;178,85;88,73;90,12;;;;;;;
43;36;252,2;2.470,50;74,6;180,68;90;90,68;;;;;;;
43;38;243,8;2.387,50;74,5;182,5;91,26;91,24;;;;;;;
43;40;235;2.302,00;74,4;184,32;92,51;91,81;;;;;;;
43;42;226;2.213,60;74,3;186,12;93,74;92,38;;;;;;;
43;44;216,7;2.122,00;74,1;187,92;94,95;92,97;;;;;;;
43;46;207;2.027,00;74;189,72;96,16;93,56;;;;;;;
43;48;196,8;1.927,70;73,8;191,51;97,35;94,16;;;;;;;
43;50;186,2;1.823,70;73,6;193,31;98,53;94,78;;;;;;;
43;52;175;1.714,00;73,4;195,1;99,71;95,39;;;;;;;
43;54;163,1;1.597,90;73,1;196,91;100,87;96,04;;;;;;;
43;56;150,5;1.474,10;72,8;198,73;102,03;96,7;;;;;;;
43;58;136,9;1.340,60;72,4;200,56;103,2;97,36;;;;;;;
43;60;122,2;1.196,50;71,8;202,43;104,37;98,06;;;;;;;
43;62;105,9;1.037,50;71;204,36;105,57;98,79;;;;;;;
43;64;87,5;857,3;69,7;206,39;106,86;99,53;;;;;;;
43;66;65,8;644;67,5;208,62;108,3;100,32;;;;;;;
43;68;35,5;348;60,8;211,48;110,38;101,1;;;;;;;
43;70;Sem resultado;Sem resultado;Sem resultado;Sem resultado;Sem resultado;Sem resultado;;;;;;;
44;10;358,6;3.512,30;75,5;156,01;73,46;82,55;;;;;;;
44;12;352,9;3.456,90;75,4;157,98;74,96;83,02;;;;;;;
44;14;347,5;3.404,00;75,4;159,82;76,35;83,47;;;;;;;
44;16;341,4;3.343,90;75,4;161,86;77,89;83,97;;;;;;;
44;18;334,8;3.279,10;75,3;164;79,49;84,51;;;;;;;
44;20;328,1;3.213,50;75,3;166,11;81,06;85,05;;;;;;;
44;22;321,4;3.148,20;75,2;168,15;82,56;85,59;;;;;;;
44;24;314,8;3.082,80;75,2;170,13;84,01;86,12;;;;;;;
44;26;307,8;3.014,50;75,1;172,12;85,45;86,67;;;;;;;
44;28;300,8;2.945,80;75,1;174,06;86,85;87,21;;;;;;;
44;30;293,5;2.874,60;75;175,99;88,24;87,75;;;;;;;
44;32;286,2;2.802,90;74,9;177,88;89,58;88,3;;;;;;;
44;34;278,6;2.728,80;74,9;179,76;90,91;88,85;;;;;;;
44;36;271;2.654,20;74,8;181,59;92,19;89,4;;;;;;;
44;38;263,1;2.577,30;74,7;183,4;93,47;89,93;;;;;;;
44;40;255,1;2.498,30;74,6;185,21;94,72;90,49;;;;;;;
44;42;246,8;2.417,20;74,5;187;95,96;91,04;;;;;;;
44;44;238,3;2.333,60;74,4;188,79;97,19;91,6;;;;;;;
44;46;229,5;2.247,30;74,3;190,58;98,41;92,17;;;;;;;
44;48;220,3;2.157,90;74,2;192,36;99,61;92,75;;;;;;;
44;50;210,9;2.065,20;74,1;194,13;100,81;93,32;;;;;;;
44;52;201;1.968,60;73,9;195,9;101,99;93,91;;;;;;;
44;54;190,7;1.867,60;73,7;197,68;103,16;94,52;;;;;;;
44;56;179,8;1.761,30;73,5;199,46;104,33;95,13;;;;;;;
44;58;168,4;1.649,30;73,3;201,24;105,48;95,76;;;;;;;
44;60;156,2;1.530,20;73;203,03;106,63;96,4;;;;;;;
44;62;143,3;1.403,20;72,6;204,84;107,78;97,06;;;;;;;
44;64;129,2;1.265,70;72,1;206,68;108,95;97,73;;;;;;;
44;66;114;1.116,50;71,4;208,56;110,13;98,43;;;;;;;
44;68;97,1;950,8;70,5;210,51;111,36;99,15;;;;;;;
44;70;77,7;761,2;68,8;212,59;112,69;99,9;;;;;;;
45;10;371,7;3.640,40;75,5;156,94;75,51;81,43;;;;;;;
45;12;366,3;3.587,80;75,5;158,89;76,99;81,9;;;;;;;
45;14;361,1;3.537,20;75,5;160,72;78,39;82,33;;;;;;;
45;16;355,1;3.478,20;75,4;162,81;79,97;82,84;;;;;;;
45;18;348,8;3.416,40;75,4;164,95;81,58;83,37;;;;;;;
45;20;342,4;3.353,80;75,4;167,05;83,16;83,89;;;;;;;
45;22;336,1;3.291,60;75,3;169,09;84,68;84,41;;;;;;;
45;24;329,7;3.229,00;75,3;171,09;86,16;84,93;;;;;;;
45;26;323,2;3.165,50;75,2;173,06;87,61;85,45;;;;;;;
45;28;316,6;3.101,00;75,2;174,99;89,02;85,97;;;;;;;
45;30;309,8;3.034,30;75,1;176,93;90,42;86,51;;;;;;;
45;32;303;2.967,20;75,1;178,81;91,78;87,03;;;;;;;
45;34;295,9;2.898,00;75;180,7;93,12;87,58;;;;;;;
45;36;288,8;2.828,60;75;182,52;94,42;88,1;;;;;;;
45;38;281,5;2.757,50;74,9;184,34;95,7;88,64;;;;;;;
45;40;274,1;2.684,50;74,8;186,14;96,96;89,18;;;;;;;
45;42;266,4;2.609,30;74,7;187,93;98,21;89,72;;;;;;;
45;44;258,5;2.532,00;74,7;189,71;99,45;90,26;;;;;;;
45;46;250,4;2.452,70;74,6;191,48;100,68;90,8;;;;;;;
45;48;242,1;2.371,00;74,5;193,25;101,9;91,35;;;;;;;
45;50;233,5;2.286,90;74,4;195,02;103,1;91,92;;;;;;;
45;52;224,6;2.199,60;74,3;196,78;104,3;92,48;;;;;;;
45;54;215,4;2.109,40;74,1;198,54;105,49;93,05;;;;;;;
45;56;205,8;2.015,50;74;200,29;106,66;93,63;;;;;;;
45;58;195,8;1.917,40;73,8;202,05;107,83;94,22;;;;;;;
45;60;185,3;1.814,80;73,6;203,81;108,98;94,83;;;;;;;
45;62;174,2;1.706,60;73,4;205,57;110,13;95,44;;;;;;;
45;64;162,6;1.592,30;73,1;207,35;111,28;96,07;;;;;;;
45;66;150,2;1.470,80;72,8;209,13;112,42;96,71;;;;;;;
45;68;136,8;1.340,20;72,4;210,94;113,57;97,37;;;;;;;
45;70;122,5;1.200,00;71,8;212,78;114,73;98,05;;;;;;;
46;10;384,6;3.766,50;75,6;157,9;77,6;80,3;;;;;;;
46;12;379,5;3.716,60;75,6;159,82;79,07;80,75;;;;;;;
46;14;374,5;3.668,20;75,6;161,65;80,46;81,19;;;;;;;
46;16;368,6;3.610,10;75,5;163,79;82,09;81,7;;;;;;;
46;18;362,6;3.551,20;75,5;165,92;83,71;82,21;;;;;;;
46;20;356,5;3.491,40;75,5;168,03;85,3;82,73;;;;;;;
46;22;350,4;3.432,20;75,4;170,06;86,83;83,23;;;;;;;
46;24;344,3;3.372,50;75,4;172,05;88,32;83,73;;;;;;;
46;26;338,2;3.312,20;75,3;174,02;89,78;84,24;;;;;;;
46;28;332;3.251,20;75,3;175,96;91,21;84,75;;;;;;;
46;30;325,5;3.188,50;75,2;177,89;92,63;85,26;;;;;;;
46;32;319,1;3.125,50;75,2;179,78;94;85,78;;;;;;;
46;34;312,5;3.060,60;75,1;181,66;95,36;86,3;;;;;;;
46;36;305,9;2.995,70;75,1;183,48;96,67;86,81;;;;;;;
46;38;299,1;2.929,30;75;185,3;97,96;87,34;;;;;;;
46;40;292,1;2.861,20;75;187,1;99,24;87,86;;;;;;;
46;42;285;2.791,50;74,9;188,88;100,5;88,38;;;;;;;
46;44;277,7;2.720,10;74,9;190,66;101,75;88,91;;;;;;;
46;46;270,2;2.646,70;74,8;192,43;102,98;89,45;;;;;;;
46;48;262,5;2.571,10;74,7;194,19;104,21;89,98;;;;;;;
46;50;254,6;2.493,60;74,6;195,95;105,43;90,52;;;;;;;
46;52;246,5;2.413,90;74,5;197,7;106,64;91,06;;;;;;;
46;54;238,1;2.331,70;74,4;199,45;107,83;91,62;;;;;;;
46;56;229,4;2.246,90;74,3;201,19;109,02;92,17;;;;;;;
46;58;220,4;2.158,90;74,2;202,94;110,2;92,74;;;;;;;
46;60;211,1;2.067,70;74,1;204,68;111,37;93,31;;;;;;;
46;62;201,4;1.972,70;73,9;206,42;112,53;93,89;;;;;;;
46;64;191,3;1.873,40;73,7;208,16;113,68;94,48;;;;;;;
46;66;180,6;1.769,20;73,5;209,91;114,82;95,09;;;;;;;
46;68;169,4;1.659,50;73,3;211,66;115,96;95,7;;;;;;;
46;70;157,6;1.543,30;73;213,43;117,1;96,33;;;;;;;
47;10;397,4;3.891,80;75,7;158,86;79,7;79,16;;;;;;;
47;12;392,4;3.843,50;75,7;160,79;81,18;79,61;;;;;;;
47;14;387,7;3.797,30;75,6;162,6;82,57;80,03;;;;;;;
47;16;381,9;3.740,20;75,6;164,79;84,25;80,54;;;;;;;
47;18;376,1;3.683,70;75,6;166,92;85,87;81,05;;;;;;;
47;20;370,3;3.626,50;75,5;169,02;87,46;81,56;;;;;;;
47;22;364,5;3.569,90;75,5;171,05;89;82,05;;;;;;;
47;24;358,7;3.513,10;75,5;173,04;90,5;82,54;;;;;;;
47;26;352,8;3.455,70;75,4;175,01;91,97;83,04;;;;;;;
47;28;346,9;3.397,70;75,4;176,94;93,42;83,52;;;;;;;
47;30;340,8;3.338,10;75,4;178,88;94,86;84,02;;;;;;;
47;32;334,7;3.278,60;75,3;180,76;96,24;84,52;;;;;;;
47;34;328,5;3.217,50;75,3;182,64;97,62;85,02;;;;;;;
47;36;322,3;3.156,50;75,2;184,47;98,94;85,53;;;;;;;
47;38;315,9;3.094,30;75,2;186,28;100,25;86,03;;;;;;;
47;40;309,4;3.030,60;75,1;188,08;101,54;86,54;;;;;;;
47;42;302,8;2.965,40;75,1;189,87;102,82;87,05;;;;;;;
47;44;296;2.898,80;75;191,64;104,08;87,56;;;;;;;
47;46;289;2.830,50;75;193,41;105,32;88,09;;;;;;;
47;48;281,9;2.760,60;74,9;195,17;106,56;88,61;;;;;;;
47;50;274,5;2.688,90;74,8;196,92;107,78;89,14;;;;;;;
47;52;267;2.615,10;74,8;198,67;109;89,67;;;;;;;
47;54;259,3;2.539,30;74,7;200,41;110,21;90,2;;;;;;;
47;56;251,3;2.461,50;74,6;202,15;111,41;90,74;;;;;;;
47;58;243,1;2.381,40;74,5;203,88;112,6;91,28;;;;;;;
47;60;234,7;2.298,80;74,4;205,61;113,78;91,83;;;;;;;
47;62;226;2.213,40;74,3;207,34;114,95;92,39;;;;;;;
47;64;216,9;2.124,80;74,2;209,07;116,12;92,95;;;;;;;
47;66;207,5;2.032,80;74;210,79;117,27;93,52;;;;;;;
47;68;197,8;1.936,90;73,9;212,52;118,42;94,1;;;;;;;
47;70;187,5;1.836,60;73,7;214,26;119,56;94,7;;;;;;;
48;10;410;4.016,10;75,8;159,84;81,83;78,01;;;;;;;
48;12;405,3;3.969,80;75,7;161,75;83,3;78,45;;;;;;;
48;14;400,6;3.923,50;75,7;163,62;84,75;78,87;;;;;;;
48;16;395;3.868,50;75,7;165,81;86,43;79,38;;;;;;;
48;18;389,4;3.814,20;75,7;167,94;88,06;79,88;;;;;;;
48;20;383,8;3.759,30;75,6;170,03;89,66;80,37;;;;;;;
48;22;378,3;3.705,10;75,6;172,06;91,2;80,86;;;;;;;
48;24;372,7;3.650,00;75,6;174,08;92,74;81,34;;;;;;;
48;26;367,2;3.596,00;75,5;176,02;94,2;81,82;;;;;;;
48;28;361,5;3.540,80;75,5;177,95;95,65;82,3;;;;;;;
48;30;355,7;3.484,20;75,5;179,89;97,1;82,79;;;;;;;
48;32;350;3.427,80;75,4;181,77;98,5;83,27;;;;;;;
48;34;344,1;3.369,80;75,4;183,65;99,89;83,76;;;;;;;
48;36;338,2;3.312,00;75,3;185,48;101,24;84,24;;;;;;;
48;38;332,2;3.253,40;75,3;187,29;102,56;84,73;;;;;;;
48;40;326,1;3.193,50;75,2;189,09;103,87;85,22;;;;;;;
48;42;319,8;3.132,40;75,2;190,88;105,16;85,72;;;;;;;
48;44;313,4;3.070,00;75,2;192,65;106,43;86,22;;;;;;;
48;46;306,9;3.006,20;75,1;194,42;107,69;86,73;;;;;;;
48;48;300,3;2.940,80;75,1;196,18;108,94;87,24;;;;;;;
48;50;293,4;2.874,00;75;197,93;110,17;87,76;;;;;;;
48;52;286,4;2.805,50;74,9;199,67;111,39;88,28;;;;;;;
48;54;279,3;2.735,40;74,9;201,41;112,61;88,8;;;;;;;
48;56;271,9;2.663,60;74,8;203,14;113,81;89,33;;;;;;;
48;58;264,4;2.589,60;74,7;204,87;115,02;89,85;;;;;;;
48;60;256,6;2.513,70;74,7;206,59;116,21;90,38;;;;;;;
48;62;248,7;2.435,60;74,6;208,31;117,39;90,92;;;;;;;
48;64;240,5;2.355,20;74,5;210,03;118,57;91,46;;;;;;;
48;66;232;2.272,20;74,4;211,75;119,74;92,01;;;;;;;
48;68;223,2;2.186,20;74,2;213,46;120,9;92,56;;;;;;;
48;70;214,1;2.097,20;74,1;215,18;122,05;93,13;;;;;;;
49;10;422,6;4.138,70;75,8;160,85;84,01;76,84;;;;;;;
49;12;418;4.094,50;75,8;162,73;85,47;77,26;;;;;;;
49;14;413,3;4.048,30;75,8;164,67;86,97;77,7;;;;;;;
49;16;407,9;3.995,20;75,8;166,86;88,66;78,2;;;;;;;
